,titulo_1,titulo_2,url_1,url_2
201,Notebook Positivo Motion C4128ei Celeron Dual-core N3350 Memoria 4gb Ddr4 Hd 1tb Tela 14 Hd Led Linux,Notebook Positivo C4128ei Celeron N3350 4gb Ddr4 Hd 1TB Tela 14 Hd Led Windows 10 Pro,https://www.americanas.com.br/produto/4201876148,https://www.americanas.com.br/produto/4206884711
177,Notebook Samsung Chromebook 11.6 Intel Celeron N4020 32GB eMMC 4GB Chrome os XE310XBA-KT3BR,"SAMSUNG CHROMEBOOK INTEL® DUAL-CORE, GOOGLE CHROME OS, 4GB, 32GB, 11.6'' HD LED, 1.18KG",https://www.americanas.com.br/produto/4500446990,https://www.amazon.com.br/SAMSUNG-CHROMEBOOK-INTEL%C2%AE-DUAL-CORE-GOOGLE/dp/B09Q8ZX5H2
367,Notebook Dell Inspiron i15-i1100-M25P 15.6 Full HD 11ª Geração Intel Core i3 4GB 256GB ssd Windows 11 Preto,"Notebook Dell Inspiron i15-i1100-M25P 15.6"" Full HD 11ª Geração Intel Core i3 4GB 256GB SSD Windows 11 Preto",https://www.americanas.com.br/produto/4940335020,https://www.amazon.com.br/Notebook-Dell-Inspiron-i15-i1100-M25P-Gera%C3%A7%C3%A3o/dp/B0B1P6K1J4
192,"Notebook Samsung NP550XDA-KU1BR Intel Core i7-1165G7 8GB 256GB SSD Tela 15,6"" Windows 11 - Cinza Chumbo",Notebook Samsung Book I7 8GB 256GB SSD 15.6 Windows 11H Cinza Chumbo,https://www.americanas.com.br/produto/4100903653,https://www.amazon.com.br/Notebook-Samsung-256GB-Windows-Chumbo/dp/B09N41LV6H
161,"Notebook Samsung Book Intel Core I5 1135G7 - Iris Xe, Windows 10 Home 256GB ssd, 8GB ram, Tela 15.6 Iintel iris xe - Cinza Chumbo",Notebook Samsung Core i5-1135G7 8GB 256GB ssd Tela Full HD 15.6 Windows 10 Book NP550XDA-KF2BR,https://www.americanas.com.br/produto/4183094512,https://www.americanas.com.br/produto/4188309033
128,Notebook Acer Aspire 5 Intel Core i5-1035G1 4GB 256GB SSD W10 14'' A514-53-5239 - Cinza,Notebook Acer Aspire 5 A514-53-5239 Intel Core I5 10ª geração 4GB memória 256GB SSD Windows,https://www.americanas.com.br/produto/3846350522,https://www.amazon.com.br/Notebook-A514-53-5239-gera%C3%A7%C3%A3o-mem%C3%B3ria-Windows/dp/B09B1B48CS
87,Notebook Acer A315 Intel Celeron N4000 Memoria 4gb Ssd 240GBTela 15.6' Hd Windows 10 Home,"Notebook Acer 15.6"" A315-34-C5EY Celeron N4000 4GB 500GB, NX.HRNAL.001",https://www.americanas.com.br/produto/4201441671,https://www.amazon.com.br/Notebook-Acer-A315-34-C5EY-Celeron-NX-HRNAL-001/dp/B0156Q4P94
271,Notebook Positivo Motion I34128B Ssd 128Gb Ddr4 4Gb,Notebook Positivo Motion 14 HD Intel i3-6157U 128GB SSD 4GB Win 10 Home I34128GB,https://www.americanas.com.br/produto/5080096881,https://www.amazon.com.br/Notebook-Positivo-Motion-i3-6157U-I34128GB/dp/B09GYK9T2S
155,Notebook Gamer ROG Zephyrus Duo 15 GX550LXS-HF157T INTEL CORE I7 10875H / 16 GB / 512 GB SSD / Windows 10 Home / Cinza,Notebook asus rog Zephyrus Duo 15 GX550LXS-HF157T Cinza,https://www.amazon.com.br/Notebook-ASUS-Zephyrus-GX550LXS-HF157T-Cinza/dp/B096WHJ77D,https://www.americanas.com.br/produto/2500324933
79,Notebook Lenovo ThinkPad T14 i5-1145G7 16GB 256GB ssd W11 Pro 14 fhd 20W100BNBO Preto,"Notebook Lenovo ThinkPad T14 i5-1145G7 16GB 256GB SSD W11 Pro 14"" FHD 20W100BNBO Preto",https://www.americanas.com.br/produto/4866689128,https://www.amazon.com.br/Notebook-Lenovo-T14-i5-1145G7-20W100BNBO/dp/B09VCW63D8
184,"SAMSUNG - Core i3 - 4G, 256GB SSD, Intel UHD, 15.6""FHD, Linux C, Cinza",Notebook Samsung E40 NP550XDZ i3 4GB 256GB ssd Linux Cinza,https://www.amazon.com.br/SAMSUNG-256GB-Intel-Linux-Cinza/dp/B09GC65CJS,https://www.americanas.com.br/produto/4160860245
297,Notebook ASUS ZenBook 14 UX434FAC-A6340T - CORE I7 / 8 GB / 256 GB SSD / Windows 10 Home / Azul Escuro,"Notebook Asus ZenBook 14, Intel Core i7 10510U, 8GB, 256GB ssd, 14, Segunda Tela ScreenPad 2.0 - UX434FAC-A6340T",https://www.amazon.com.br/Notebook-ASUS-ZenBook-14-UX434FAC-A6340T/dp/B08BH5FDMC,https://www.americanas.com.br/produto/3609432209
345,Notebook Gamer Dell G15-i1100-M40P 15.6 fhd 11ª Geração Intel Core i5 16GB 512GB ssd nvidia rtx 3050 Windows 11,"Notebook Gamer Dell G15-i1100-M40P 15.6"" FHD 11ª Geração Intel Core i5 16GB 512GB SSD NVIDIA RTX 3050 Windows 11",https://www.americanas.com.br/produto/4068983015,https://www.amazon.com.br/Notebook-Dell-G15-i1100-M40P-Gera%C3%A7%C3%A3o-Windows/dp/B09HP9RLNN
183,"SAMSUNG - Core i3 - 4G, 256GB SSD, Intel UHD, 15.6""FHD, Linux C, Cinza",Notebook Samsung E30 Tela 15.6 Intel i3 SSD256 4GBRAM Linux,https://www.amazon.com.br/SAMSUNG-256GB-Intel-Linux-Cinza/dp/B09GC65CJS,https://www.americanas.com.br/produto/4065728764
289,"Notebook Vaio FE14 B1521H - Tela 14 Full hd, Intel i3 1005G1, 4GB, ssd 128GB, Linux - VJFE42F11X",Notebook Vaio 10ª Geração I3 4gb 128 Ssd Tela 14 Full Hd,https://www.americanas.com.br/produto/3814286255,https://www.amazon.com.br/Notebook-Vaio-Gera%C3%A7%C3%A3o-Tela-Full/dp/B0961519ZC
189,Notebook Samsung Book I5 8GB 512GB ssd 15.6 Windows 11 Cinza Chumbo,Notebook Samsung Book I5 8GB 512GB SSD 15.6 Windows 11 Cinza Chumbo,https://www.americanas.com.br/produto/4261065769,https://www.amazon.com.br/Notebook-Samsung-512GB-Windows-Chumbo/dp/B09MDDDCBW
248,Notebook Positivo Motion C41TE Celeron 4GB 1TB 14 LED Windows 10,"Notebook Positivo Motion C41TE Intel Celeron 14,1'' Cinza",https://www.americanas.com.br/produto/3446487685,https://www.americanas.com.br/produto/4693310490
382,Multilaser notebook ultra 14 core I3 4GB 1TB W10 prata UB421,"Notebook 14"" Ultra Core I3/4gb/1tb/win10 Prata Ub421 Multilaser",https://www.americanas.com.br/produto/4777712533,https://www.americanas.com.br/produto/3383786601
208,Notebook positivo motion Q432B intel ATOM/4GB/32GB EMMC/14/ WIND.10 home,"Notebook Positivo Motion Q432B Intel® Atom® Quad-Core™ Windows 10 Home 14"" - Cinza Azulado",https://www.americanas.com.br/produto/3947248957,https://www.amazon.com.br/Notebook-Positivo-Q432B-Quad-CoreTM-Windows/dp/B08D6VGR2K
324,Notebook ASUS X515EA-EJ1668 Cinza,Notebook asus X515EA-EJ1668 Cinza,https://www.amazon.com.br/ASUS-X515EA-EJ1668-Notebook-Cinza/dp/B09XGPB647,https://www.americanas.com.br/produto/5017368098
258,NTB POSITIVO MOTION RED Q464C,Notebook Positivo Motion Q464C Intel Atom Quad-Core Windows 10 Home – Vermelho,https://www.amazon.com.br/NTB-POSITIVO-MOTION-RED-Q464C/dp/B08SMMLL5Z,https://www.americanas.com.br/produto/3775147972
13,"Notebook Lenovo Ideapad 3i Intel Celeron N4020 Memoria 4GB Ssd 240GB Tela 15,6'' HD Sistema Linux","Notebook Lenovo Ultrafino Ideapad 3i Intel Celeron-N4020 4GB 128GB SSD W10 15.6"" Prata",https://www.americanas.com.br/produto/4478049381,https://www.americanas.com.br/produto/3171323082
36,Notebook Gaming 3i Core I5 8gb 256gbssd Gtx1650 15.6 Linux 82cgs00100,Notebook ideapad Gaming 3i i5-10300H 8GB 256GBSSD gtx 1650 4GB 15.6 fhd wva Linux 82CGS00100,https://www.americanas.com.br/produto/4600778051,https://www.americanas.com.br/produto/3628125731
217,"Notebook Positivo Motion Intel® Core™ i3 1TB 4GB Linux 14"" - Cinza",Notebook Positivo Motion 14 HD Intel i3-7020U 1TB 4GB Linux Cinza Escuro,https://www.amazon.com.br/Notebook-Positivo-Motion-Intel%C2%AE-CoreTM/dp/B08LJV211K,https://www.americanas.com.br/produto/3420290972
294,Notebook Multilaser Legacy Book PC250 Celeron 4gb 64gb Preto,"Notebook Multilaser Legacy Book, W10 Home, Processador Intel Celeron Memoria, Memoria 4GB 64GB, Tela 14,1' Preto Tecla Netflix – PC250",https://www.americanas.com.br/produto/4184098806,https://www.amazon.com.br/Notebook-Multilaser-Windows-Processador-Celeron/dp/B099YFZR1L
148,Notebook Gamer Acer Nitro 5 AN515-44-R4KA amd Ryzen 7 Windows 11 Home 8GB 512GB ssd gtx 1650 15.6',"Notebook Nitro 5 AN515-44-R4KA, AMD R7 4800H, 8GB, 512GB SDD, (GTX 1650 com 4 GB) Windows11. 15,6” LED FHD IPS",https://www.americanas.com.br/produto/5008654551,https://www.amazon.com.br/Notebook-Nitro-AN515-44-R4KA-4800H-Windows11/dp/B09ZQ943YL
336,Notebook Dell Inspiron i13-i1100-M10S 13.3 Full HD 11ª geração Plataforma Intel evo Core i5 8GB 256GB ssd Windows 11,"Notebook Dell Inspiron i13-i1100-M10S 13.3"" Full HD 11ª geração Plataforma Intel® EVO™ Core i5 8GB 256GB SSD Windows 11",https://www.americanas.com.br/produto/4645919292,https://www.amazon.com.br/Notebook-Dell-Inspiron-i13-i1100-M10S-Plataforma/dp/B09QDRMHMZ
233,"Notebook Positivo Motion Q4128C Intel Atom Quad-Core, Memória ram 4GB, Windows 10 Home, Tela de 14.1 Led hd, ssd 128G",Notebook Positivo Intel Quad Core 4gb 128gb 14.1 Windows 10,https://www.americanas.com.br/produto/3161374214,https://www.americanas.com.br/produto/4279863654
113,Notebook A315-56-569F Intel Core I5-1035G1 ssd 256GB Endless os Acer,"Notebook Acer 15,6 - A315-56-569F/ I5-1035G1 - Linux Endless",https://www.americanas.com.br/produto/4013624445,https://www.americanas.com.br/produto/2800997152
204,Notebook Positivo C4128ei Celeron N3350 4gb Ddr4 Ssd 128gb Tela 14 Hd Led Windows 10 Pro,Notebook Positivo C4128ei Celeron N3350 4gb Ddr4 Ssd 240gb Tela 14 Hd Led Windows 10 Pro,https://www.americanas.com.br/produto/4206884753,https://www.americanas.com.br/produto/4206884761
245,Notebook Positivo Motion C41TE Celeron 4GB 1TB HD Windows 10 Home – Cinza,"Notebook Positivo Motion C41TE Intel Celeron 14,1'' Cinza",https://www.americanas.com.br/produto/2961662100,https://www.americanas.com.br/produto/4693310490
238,Notebook positivo motion gray C4128E celeron 14 ssd 128GB wifi office 365 W10 home,"Notebook Positivo Motion C4128E Intel Celeron Dual-Core Windows 10 Home SSD 14"" - Cinza - Inclui Microsoft 365",https://www.americanas.com.br/produto/4518505185,https://www.amazon.com.br/Notebook-Positivo-Celeron%C2%AE-Dual-CoreTM-Windows/dp/B08SMJTTNF
75,Notebook Lenovo Ultrafino Ideapad 3 15.6 Ryzen 5 5500U 256GB ssd 8GB Linux Cinza - 82MFS00100,Notebook Lenovo IdeaPad 3-15ALC 82MFS00100 Ryzen 5-5500U 8GB ram 256GB HD 15.6 Linux,https://www.americanas.com.br/produto/4847101131,https://www.americanas.com.br/produto/4749586171
66,"Notebook hp 256-G8, Processador Core i5, 8GB de memoria, 256GB ssd, Tela de 15,6, Windows 11","Notebook Hp 256-g8, Processador Core i5, 8gb de Memoria, 256gb Ssd, Tela de 15,6"", Windows 11",https://www.americanas.com.br/produto/4691702764,https://www.amazon.com.br/Notebook-256-g8-Processador-Memoria-Windows/dp/B09RKKNPWD
264,Notebook Positivo Motion C41TEi Intel Celeron Dual-Core Linux 14 - Vermelho,"Notebook Positivo Motion C41TEi Intel® Celeron® Dual-Core™ Linux 14"" - Vermelho",https://www.americanas.com.br/produto/4251468661,https://www.amazon.com.br/Notebook-Positivo-Motion-Celeron%C2%AE-Dual-CoreTM/dp/B09FFJQKSP
199,Notebook Positivo Motion C4500a Intel Celeron Tela 14 Polegadas Hd 500gb 4gb Ram Com Tecla Netflix,"Motion Red C4500A, Positivo, 3001304, Celeron, 4 GB RAM, Tela 14"", Windows_10, Vermelho",https://www.americanas.com.br/produto/70664234,https://www.amazon.com.br/Positivo-3001304-Celeron-Windows_10-Vermelho/dp/B07RQLLQ3S
388,Notebook ultra 14 pol core I3 7A 4GB 1TB hdd win 10 prata - UB431,"Notebook Ultra, Com Windows 10, Processador Core i3, 4GB de RAM, 1 TB de Armazenamento, Tela 14.1, Prata - UB431",https://www.americanas.com.br/produto/3449335249,https://www.amazon.com.br/Notebook-Ultra-Windows-Processador-Armazenamento/dp/B09KP36KP6
160,Notebook Samsung Tela 11.6 N4000 32GB 4GBRAM Chromebook XE310XBA-KT1BR,SAMSUNG Chromebook SS 11.6 Intel DC 4GB 32GB XE310XBA-KT1BR,https://www.americanas.com.br/produto/3316799656,https://www.amazon.com.br/SAMSUNG-Chromebook-11-6-Intel-XE310XBA-KT1BR/dp/B08LW3HX81
302,Notebook asus X515JA-EJ592T intel I5-1035G1/8GB/SSD256/15.6/WIND.10/CINZA,"ASUS Notebook Intel Core i5-1035G1, 8GB, 256GB SSD, Intel® HD Graphics 620, Tela de 15,6"", Cinza - X515JA-EJ592T",https://www.americanas.com.br/produto/4935883531,https://www.amazon.com.br/Notebook-Intel-i5-1035G1-Intel%C2%AE-Graphics/dp/B09BBMPHQB
37,Notebook Gaming 3i Core I5 8gb 256gbssd Gtx1650 15.6 Linux 82cgs00100,Notebook Lenovo Gaming 3 Core i5 8GB 256GB ssd gfx 4GB Linux,https://www.americanas.com.br/produto/4600778051,https://www.americanas.com.br/produto/4318154253
368,Notebook Dell Inspiron i15-i1100-U25P 15.6 Full HD 11ª Geração Intel Core i3 4GB 256GB ssd Linux,"Notebook Dell Inspiron i15-i1100-U25P 15.6"" Full HD 11ª Geração Intel Core i3 4GB 256GB SSD Linux",https://www.americanas.com.br/produto/4940334916,https://www.amazon.com.br/Notebook-Dell-Inspiron-i15-i1100-U25P-Gera%C3%A7%C3%A3o/dp/B0B1NYCFG3
346,"Notebook Dell Inspiron 15 a0500-MM10P 15.6"" FHD AMD Ryzen™ 5 8GB 256GB SSD Windows 11 Preto",Notebook Dell Inspiron 15 3000 a0500-MM10P 15.6 fhd amd Ryzen 5 8GB 256GB ssd Windows 11 Preto,https://www.amazon.com.br/Notebook-Dell-Inspiron-a0500-MM10P-RyzenTM/dp/B09J1GKNQV,https://www.americanas.com.br/produto/4101711864
364,"Kit Notebook Dell Inspiron i15-i1100-M70PB 15.6"" FHD 11ª Ger Intel Core i7 8GB 256GB SSD NVIDIA GeForce Win 11 + Mochila",Kit Notebook Dell Inspiron i15-i1100-M70PB 15.6 fhd 11ª Ger Intel Core i7 8GB 256GB ssd nvidia GeForce Win 11 + Mochila,https://www.amazon.com.br/Notebook-Dell-Inspiron-i15-i1100-M70PB-GeForce/dp/B09V8FXND8,https://www.americanas.com.br/produto/4824780450
350,Notebook Dell Inspiron 15 3000 a0700-UM20P 15.6 fhd amd Ryzen 7 8GB 256GB ssd Linux Preto,"Notebook Dell Inspiron 15 a0700-UM20P 15.6"" FHD AMD Ryzen™ 7 8GB 256GB SSD Linux Preto",https://www.americanas.com.br/produto/4101717537,https://www.amazon.com.br/Notebook-Dell-Inspiron-a0700-UM20P-RyzenTM/dp/B09J1KF3NB
395,Notebook Asus 1011cx 1025c 1101hab 1104ha 1106ha compatível,Notebook Asus 1011Cx 1025C 1101Hab 1104Ha 1106Ha Compatível,https://www.americanas.com.br/produto/3240318923,https://www.americanas.com.br/produto/3247970990
117,"Notebook Acer 15,6 A315-56-569F i5-10ª 4GB 256SSD Linux","Notebook Acer Aspire 3 A315-56-569F, 15,6 Intel Core i5-1035G1, 4GB, 256GB ssd - Endless os",https://www.amazon.com.br/Notebook-A315-56-569F-i5-10%C2%AA-256SSD-Linux/dp/B00FN1U6O6,https://www.americanas.com.br/produto/3018487988
90,Notebook Acer A315 Intel Celeron N4000 Memoria 8gb HD 1tb Tela 15.6' Hd Windows 10 Home,Notebook Acer Aspire Intel 2.6Ghz 4Gb 500Gb Hd Windows 15.6,https://www.americanas.com.br/produto/4201441540,https://www.americanas.com.br/produto/3111546436
236,Notebook Positivo Motion Gray C4128E ssd 128GB DDR4 4GB,Notebook positivo motion gray C4128E celeron 14 ssd 128GB wifi office 365 W10 home,https://www.americanas.com.br/produto/3491382461,https://www.americanas.com.br/produto/4518505185
355,"Kit Notebook Dell Alienware m15 R6 AW15-i1100-A30PH 15.6"" FHD 11ª ger Intel Core i7 16GB 1TB SSD RTX 3070 Win 11 Headset",Kit Notebook Dell Alienware m15 R6 AW15-i1100-A30PH 15.6 fhd 11ª ger Intel Core i7 16GB 1TB ssd rtx 3070 Win 11 Headset,https://www.amazon.com.br/Notebook-Dell-Alienware-AW15-i1100-A30PH-Headset/dp/B09LZB1GF3,https://www.americanas.com.br/produto/4359318921
12,"Notebook Lenovo Ideapad 3i Intel Celeron N4020 Memoria 4GB Ssd 240GB Tela 15,6'' HD Sistema Linux","Notebook Lenovo Ideapad 3i Intel Celeron N4020 Memoria 4GB Ssd 480GB Tela 15,6'' HD Windows 10 Pro",https://www.americanas.com.br/produto/4478049381,https://www.americanas.com.br/produto/4478065612
279,"Notebook Intel Pentium 4GB 120GB SSD Compaq Presario 420 N3700 Tela 14"" Windows 10","Notebook Compaq Presario 420 Intel Pentium-N3700 4GB 120GB W10 14,1'' Cinza",https://www.amazon.com.br/Notebook-Pentium-Compaq-Presario-Windows/dp/B096WGHX9P,https://www.americanas.com.br/produto/3252219113
